,tags,changeset,version,id,lon,timestamp,lat,name,office,geometry,osm_type
0,"{'name': 'Parrucchiere', 'office': 'ngo'}",0,1,4807183821,16.539885,1492763807,41.130447,Parrucchiere,ngo,POINT (16.539884567260742 41.13044738769531),node
1,"{'name': 'Croce Rossa Italiana - Comitato di Gioia del Colle', 'office': 'ngo'}",0,1,7061327331,16.92483,1576522034,40.794357,Croce Rossa Italiana - Comitato di Gioia del Colle,ngo,POINT (16.924829483032227 40.79435729980469),node
