,tags,changeset,version,id,lon,timestamp,lat,operator,office,geometry,osm_type
0,"{""emergency"":""ambulance_station""}",0,1,4992429247,9.119671,1500982829,45.013535,Croce Rossa Italiana,ngo,POINT (9.119670867919922 45.01353454589844),node
