,tags,lat,timestamp,changeset,id,version,lon,name,office,geometry,osm_type
0,"{""contact:facebook"":""volontaridelsoccorsovda""}",45.738304,1619714853,0,5139420069,2,7.3510537,Federazione Volontari del Soccorso della Valle d’Aosta,ngo,POINT (7.351053714752197 45.738304138183594),node
