,name,office,id,timestamp,version,osm_type,geometry
0,Comunità Montana Cigno Valle Biferno,ngo,251819344,1419787426,3,way,"POLYGON ((14.8517302 41.7400732, 14.8518928 41.7400025, 14.8517369 41.739834, 14.8516095 41.7399081, 14.8517302 41.7400732))"
