,name,operator,id,timestamp,version,tags,osm_type,geometry
0,Terme di Crodo 1931,Royal Unibrew,532185431,1575985974,2,"{""industrial"":""factory"",""landuse"":""industrial""}",way,"POLYGON ((8.3183916 46.210945, 8.3197578 46.2108764, 8.320324 46.2109156, 8.3201683 46.2099212, 8.3194038 46.2089219, 8.3192339 46.2085839, 8.3189508 46.208486, 8.3189013 46.207565, 8.3186885 46.2075809, 8.3178611 46.2075867, 8.3179669 46.2086623, 8.3176484 46.2090542, 8.3183916 46.210945))"
