,addr:city,addr:housenumber,addr:postcode,addr:street,name,website,id,timestamp,version,tags,osm_type,geometry
0,Villa Carcina,39,25069,Via San Lorenzo,Porta Solutions S.p.a.,https://www.porta-solutions.com/,762653948,1624006593,4,"{""industrial"":""factory"",""landuse"":""industrial""}",way,"POLYGON ((10.195142 45.64756, 10.1948512 45.6476952, 10.194874 45.6477215, 10.1947425 45.6477843, 10.1946165 45.6477824, 10.1945736 45.6477327, 10.1944348 45.6477304, 10.1944314 45.6483009, 10.1945011 45.6483824, 10.1945347 45.6484143, 10.1945588 45.6484303, 10.1946017 45.6484378, 10.1946674 45.6484162, 10.194772 45.6483562, 10.1948766 45.6483187, 10.1949544 45.6483112, 10.1950496 45.6483299, 10.1950993 45.6483749, 10.1951998 45.6485446, 10.1952347 45.6486159, 10.195291 45.6486778, 10.1953085 45.6475509, 10.1953098 45.6473437, 10.1951449 45.6472405, 10.195142 45.64756))"
1,Lonato del Garda,28,25017,Via Campagna Sopra,BMI Wiener,,1013203372,1643540510,2,"{""industrial"":""factory"",""landuse"":""industrial""}",way,"POLYGON ((10.4615712 45.4579939, 10.4614024 45.4576717, 10.4611474 45.4571848, 10.4643607 45.4564587, 10.4647362 45.4572526, 10.4637224 45.4575988, 10.4615712 45.4579939))"
