,name,website,id,timestamp,version,changeset,geometry,tags,osm_type
0,Acciaierie d'Italia S.p.A.,https://acciaierieditalia.com,30085893026,1641915065,2,0,"POLYGON ((17.171407 40.5058625, 17.1698697 40.5064625, 17.169255 40.506682, 17.169515 40.5068246, 17.1696944 40.5069092, 17.1701162 40.5071616, 17.1707379 40.5074859, 17.1716091 40.507966, 17.1721974 40.5082973, 17.173106 40.5088849, 17.1742969 40.5095587, 17.1751923 40.5100468, 17.1776994 40.5113136, 17.1801302 40.5121647, 17.182896 40.5128662, 17.1841546 40.5118953, 17.1859869 40.5127888, 17.1889978 40.5145113, 17.1873054 40.5160366, 17.1900958 40.5175517, 17.1928536 40.5190361, 17.1956206 40.5204431, 17.1988215 40.5221269, 17.1973482 40.5237745, 17.1996739 40.5249452, 17.2011847 40.5251066, 17.2069531 40.5242519, 17.2076471 40.5239881, 17.2100417 40.5229066, 17.2137732 40.5211672, 17.2156946 40.5198889, 17.2160421 40.5197867, 17.2159737 40.5196158, 17.2178962 40.51913, 17.2182691 40.5183895, 17.2188728 40.5175047, 17.219971 40.5159285, 17.2205667 40.5149308, 17.2210173 40.5131977, 17.2216543 40.5107816, 17.2247053 40.4988099, 17.2244309 40.4980798, 17.2232809 40.4969367, 17.2218048 40.4961622, 17.2152433 40.4926102, 17.2127269 40.4913304, 17.2116173 40.4914076, 17.211253 40.4912589, 17.2106478 40.4908201, 17.210497 40.4907369, 17.2102874 40.4907789, 17.2100077 40.4910004, 17.2056533 40.4958288, 17.2039379 40.4975522, 17.2042295 40.4979173, 17.2031396 40.4991161, 17.1997329 40.5026876, 17.1949181 40.5022854, 17.1929016 40.5017381, 17.1921153 40.5014431, 17.1875138 40.5001873, 17.1843294 40.4993356, 17.1820807 40.4984079, 17.1800449 40.4973025, 17.1797948 40.4970653, 17.1796228 40.4969161, 17.1789558 40.496681, 17.1775954 40.4972949, 17.1756609 40.498649, 17.1749977 40.4994029, 17.1718516 40.5030757, 17.1719943 40.5035761, 17.1718135 40.5041109, 17.1712055 40.5044843, 17.171384 40.5050149, 17.171407 40.5058625))","{""industrial"":""factory"",""landuse"":""industrial"",""type"":""multipolygon""}",relation
