,name,id,timestamp,version,changeset,geometry,tags,osm_type
0,DAB Pumps S.p.A.,18641098889,1643221430,1,0,"MULTIPOLYGON (((10.6088003 43.7060569, 10.6096028 43.7063796, 10.6096845 43.7064697, 10.6097297 43.7065619, 10.6100087 43.7065398, 10.6088003 43.7060569)), ((10.6088003 43.7060569, 10.6087324 43.7064749, 10.6080953 43.7064373, 10.6081043 43.7069365, 10.6079172 43.7069696, 10.6084902 43.708409, 10.6090056 43.7091216, 10.6091851 43.7090519, 10.6088003 43.7060569)), ((10.610036461762181 43.70873949233708, 10.610293 43.7090363, 10.6104647 43.7089897, 10.6106793 43.7093775, 10.6108402 43.7093387, 10.6104969 43.7086407, 10.6105237 43.7085607, 10.610036461762181 43.70873949233708)), ((10.6100087 43.7065398, 10.6099565 43.7068785, 10.6099096 43.7075113, 10.610401549462326 43.70754128300797, 10.6100087 43.7065398)))","{""industrial"":""factory"",""landuse"":""industrial"",""type"":""multipolygon""}",relation
