,id,timestamp,version,tags,osm_type,geometry
0,554188770,1516342953,1,"{""industrial"":""factory"",""landuse"":""industrial""}",way,"POLYGON ((18.1867295 40.069436, 18.1867527 40.0694945, 18.1867811 40.0695968, 18.1867906 40.0696563, 18.1867979 40.0696753, 18.1867906 40.0696944, 18.1867711 40.0697074, 18.1867715 40.0697374, 18.1868433 40.0699898, 18.1867904 40.0700037, 18.1867745 40.0700348, 18.1867601 40.0700584, 18.186761 40.0700766, 18.1865885 40.0701334, 18.1866117 40.0701652, 18.1866316 40.0702001, 18.1866963 40.0703136, 18.1867522 40.0704225, 18.1867745 40.0704135, 18.1869167 40.0703662, 18.1869873 40.0704859, 18.187173 40.0704526, 18.1877055 40.0703438, 18.1879124 40.0703069, 18.1877561 40.0697176, 18.1881138 40.0696578, 18.1879443 40.0692315, 18.1868391 40.0694137, 18.1867295 40.069436))"
