,lat,timestamp,changeset,lon,id,version,tags,addr:city,addr:housenumber,addr:postcode,addr:street,name,website,geometry,osm_type
0,45.519745,1483354718,0.0,11.6267805,4585190610,1,"{""industrial"":""factory"",""man_made"":""yes""}",Torri di Quartesolo,10,36040,Via della Croce,OMBA,http://www.omba.biz,POINT (11.62678050994873 45.519744873046875),node
1,,1593582472,,,346693188,6,"{""industrial"":""factory"",""landuse"":""industrial""}",,,,,Marzotto,,"POLYGON ((11.2962528 45.6613675, 11.295756 45.6611244, 11.2954685 45.6615218, 11.2948712 45.6613041, 11.2948102 45.6614138, 11.294674 45.6616074, 11.2944751 45.6618157, 11.2947168 45.6620406, 11.2954574 45.6622728, 11.2942601 45.6627194, 11.2935126 45.6631531, 11.293185 45.662879, 11.2932012 45.662821, 11.293305 45.6627258, 11.2932888 45.6626678, 11.2926752 45.6630197, 11.2913963 45.6638736, 11.2908775 45.6641991, 11.289865 45.6648514, 11.2895947 45.6650612, 11.2892141 45.6654211, 11.2895009 45.6655363, 11.2895396 45.665748, 11.2895166 45.6659709, 11.2893036 45.6662985, 11.2892395 45.6665364, 11.2894618 45.6665627, 11.2898903 45.6666921, 11.2902496 45.6669308, 11.2909153 45.6664269, 11.2913732 45.6658506, 11.2914647 45.6657318, 11.2919959 45.6652216, 11.2926142 45.6648041, 11.2932439 45.664508, 11.2936242 45.6643393, 11.293746 45.6642184, 11.2937754 45.6638783, 11.2937514 45.6635752, 11.2938127 45.6631914, 11.2940906 45.6629248, 11.2946846 45.6626969, 11.2957005 45.6624244, 11.2960223 45.6622919, 11.2961464 45.6621859, 11.2961893 45.6619781, 11.2962511 45.6614503, 11.2962528 45.6613675))",way
