,name,website,id,timestamp,version,tags,osm_type,geometry
0,Vidotto Dissipatori,Vidotto Dissipatori,840918968,1598447431,1,"{""industrial"":""factory"",""landuse"":""industrial""}",way,"POLYGON ((12.7347736 45.6360008, 12.734777 45.6349167, 12.7353889 45.6349143, 12.7353809 45.635996, 12.7347736 45.6360008))"
