,name,id,timestamp,version,tags,osm_type,geometry
0,Candy Hoover Group Srl (Haier Europe headquarters),24527500,1606391223,7,"{""industrial"":""factory"",""landuse"":""industrial""}",way,"POLYGON ((9.2954852 45.5604327, 9.2989691 45.5608312, 9.2984691 45.5631086, 9.2958277 45.5632427, 9.2934881 45.5633615, 9.2933695 45.5633085, 9.2932947 45.5631347, 9.2932429 45.5625411, 9.2934154 45.5620128, 9.2951456 45.562202, 9.2954852 45.5604327))"
1,,201610478,1358438132,1,"{""building"":""industrial"",""industrial"":""factory""}",way,"POLYGON ((9.360354 45.5702338, 9.3609804 45.5701987, 9.3609644 45.5700823, 9.3604339 45.570113, 9.360354 45.5702338))"
